Emblem_ID,Factory_CName,Factory_Address,Factory_Tel,Factory_Fax,Factory_Director,Material_Name,PType_Name,Product_Name
011002,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,梅花烤肉片 250g/盤
017384,勝贏屠宰場股份有限公司,宜蘭縣壯圍鄉新南村(路)96-7號,03-9387366,03-9370457,林麗菁,肉品,冷凍雞肉,白肉雞：去骨帶皮腿肉（去腳踝）
018102,思牧企業股份有限公司內埔一廠,屏東縣內埔鄉豐田村延平路133號,08-7537910,08-7783339,李瑞德,肉品,冷凍豬肉,小排骨
019303,家福股份有限公司經國分公司,桃園市經國路369號,03-316-0676,03-346-4704,羅智先,肉品,冷藏豬肉,台糖安心豚冷藏台灣豬炒肉片
011002,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,小排切 220g 頂@5.3
015804,農生企業股份有限公司,屏東縣里港鄉載興村新民路11-6號,08-7753131,08-7754556,楊世昌,肉品,冷凍雞肉,有色肉雞（指烏骨雞）：蝴蝶棒
017502,欣樂食品股份有限公司,屏東縣長治鄉繁昌村中山路152號,08-7629855,08-7629875,張華欣,肉品,冷凍豬肉,附皮五花肉
018919,大潤發流通事業股份有限公司鳳山分公司,高雄市鳳山區文化路59號,07-7102999,,林弘斌,肉品,冷藏豬肉,白毛豬：蹄膀
010502,台灣農畜產工業股份有限公司,屏東縣屏東市建國路480號,08-7520525,08-7556980,張華欣,肉品,冷凍豬肉,大骨
015682,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷凍豬肉,腹脅肉附皮骨
017001,嘉一香食品股份有限公司屏東廠,屏東縣崁頂鄉崁頂村中正路1-1號,08-8630863,08-8630862,陳國訓,肉品,冷藏豬肉,腹脅肉附皮骨
017602,萬偉股份有限公司,屏東縣萬丹鄉社區村萬丹路3段331號,08-7551725,08-7518524,蘇瑞榮,肉品,冷凍豬肉,前腱肉
011204,超秦企業股份有限公司,桃園市桃園區中埔里永安路1061號,03-3411111,03-3411213,卓靖倫,肉品,冷凍雞肉,白色肉雞：骨腿
017002,嘉一香食品股份有限公司屏東廠,屏東縣崁頂鄉崁頂村中正路1-1號,08-8630863,08-8630862,陳國訓,肉品,冷凍豬肉,後腿蹄膀
018903,大潤發流通事業股份有限公司新店分公司,新北市新店區環河路22號B1,(02)8912-2188,(02)8912-2199,林弘斌,肉品,冷藏豬肉,白毛豬：五花扣肉條
017802,嘉一香食品股份有限公司樹林廠,新北市樹林區俊安街43號,02-26894911,02-26895910,陳國訓,肉品,冷凍豬肉,後腿蹄膀
012404,大成長城企業股份有限公司柳營肉品二廠,台南市柳營區士林里長榮路六段513號,06-6224201,06-6223800,,肉品,冷凍雞肉,有色肉雞（指烏骨雞）：棒腿
016902,泰安食品股份有限公司屏東廠,屏東縣新園鄉新園村媽祖路407巷89號及89-1號2、3、4樓,08-8686789,,張宏象,肉品,冷凍豬肉,安康豬 五花火鍋肉片
019302,家福股份有限公司天母分公司,台北市士林區德行西路47號,02-2833-8042,02-2833-8045,羅智先,肉品,冷藏豬肉,大-冷藏豬五花肉附皮
014302,峰榮食品工業股份有限公司,屏東市龍華里龍華路555號,08-7537901,08-7530186,林秀梅,肉品,冷凍豬肉,上肩肉（梅花肉）
019704,冠源食品有限公司,高雄市大樹區瓦厝街6-147號,07-6516582,07-6517398,,肉品,冷凍雞肉,原胸(骨架)
011102,大得利家畜肉食品加工廠有限公司,新北市新莊區環漢路三段525號,02-22066856   ,02-82010619   ,林明輝,肉品,冷凍豬肉,大骨
018908,大潤發流通事業股份有限公司中壢分公司,桃園市中壢區中北路2段468號,(03)438-8288   ,(03)465-8528,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬梅花肉塊
017010,嘉一香食品股份有限公司屏東廠,屏東縣崁頂鄉崁頂村中正路1-1號,08-8630863,08-8630862,陳國訓,肉品,中式乳化型製品,特製豬肉貢丸(大)
014804,沅泰食品有限公司,高雄市前鎮區新都路10號,07-8135900,07-8411923,藍榮富,肉品,冷凍雞肉,土雞：清腿
011082,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,軟油
017601,萬偉股份有限公司,屏東縣萬丹鄉社區村萬丹路3段331號,08-7551725,08-7518524,蘇瑞榮,肉品,冷藏豬肉,龍骨（指頸椎、胸椎或腰椎）
011002,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,五花火鍋片 600g @10.8
016004,興中台股份有限公司,彰化縣埤頭鄉大湖村中央路89-10號,04-8927806,04-8927494,賴豐富,肉品,冷凍雞肉,有色肉雞（指土雞）：去骨帶皮腿排肉
011702,津谷食品股份有限公司埤頭廠,彰化縣埤頭鄉埤頭村斗苑東路525號,04-8929939,04-8922099,張吉銓,肉品,冷凍豬肉,肩胛軟骨（前腿軟骨）
013501,和榮意食品有限公司,雲林縣元長鄉鹿北村同安路48號,05-7983801,05-7983803,郭凉,肉品,冷藏豬肉,腹脅肉附皮
011082,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,腹脅部-腹脅肉
017204,鹽水鎮冷凍肉雞產銷班肉雞電宰廠,台南市鹽水區文昌里孫厝4-9號,06-6552157,06-6550382,顏文雄,肉品,冷凍雞肉,白色肉雞：雞胸對切
017582,欣樂食品股份有限公司,屏東縣長治鄉繁昌村中山路152號,08-7629855,08-7629875,張華欣,肉品,冷凍豬肉,腰內肉(小里肌)
018909,大潤發流通事業股份有限公司平鎮分公司,桃園市平鎮區南東路57-1號,(03)439-9888,(03)439-7485  ,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬梅花肉排
010584,台灣農畜產工業股份有限公司,屏東縣屏東市建國路480號,08-7520525,08-7556980,張華欣,肉品,冷凍豬肉,肉角(肉丁)(附皮)
019804,立瑞畜產有限公司,雲林縣土庫鎮後埔里19鄰雙人厝123號,05-6656911,05-6656917,,肉品,冷凍雞肉,有色肉雞-翅尖
015682,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷凍豬肉,肋軟骨
018919,大潤發流通事業股份有限公司鳳山分公司,高雄市鳳山區文化路59號,07-7102999,,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉絲
015602,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷凍豬肉,腹脅肉附骨
017304,勝贏屠宰場股份有限公司,宜蘭縣壯圍鄉新南村(路)96-7號,03-9387366,03-9370457,林麗菁,肉品,冷凍雞肉,白肉雞：帶皮清肉
014602,芬芳烹材股份有限公司,新北市樹林區武林街9-6號,02-26851040,02-26851042,簡書聰,肉品,冷凍豬肉,肉塊（以上含帶骨）
014599,玉美生技股份有限公司烏日廠(肉品),臺中市烏日區榮泉里南榮路53號、臺中市大肚區中和里南榮路59號,04-26932000,04-26935500,顏子芳,肉品,冷藏豬肉,五花回鍋肉片
017002,嘉一香食品股份有限公司屏東廠,屏東縣崁頂鄉崁頂村中正路1-1號,08-8630863,08-8630862,陳國訓,肉品,冷凍豬肉,下肩肉（前腿肉）
017304,勝贏屠宰場股份有限公司,宜蘭縣壯圍鄉新南村(路)96-7號,03-9387366,03-9370457,林麗菁,肉品,冷凍雞肉,白肉雞：去骨帶皮腿肉（帶腳踝）
011802,誠昌實業股份有限公司,彰化縣秀水鄉彰水路二段90號,04-7696336,04-7692622,葉靜燕,肉品,冷凍豬肉,肉角（肉丁）
017501,欣樂食品股份有限公司,屏東縣長治鄉繁昌村中山路152號,08-7629855,08-7629875,張華欣,肉品,冷藏豬肉,腹脅肉附皮骨
011002,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,下肩肉（前腿肉）
019404,凱馨實業股份有限公司二廠,雲林縣斗六市八德里引善路196號,05-5347888,05-5332952,鄧進得,肉品,冷凍雞肉,有色肉雞（指土雞）：雞排
011002,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,小排骨
018914,大潤發流通事業股份有限公司員林分公司,彰化縣埔心鄉瓦南村中山路319號,(04)831-5058,(04)832-4098,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉塊
017802,嘉一香食品股份有限公司樹林廠,新北市樹林區俊安街43號,02-26894911,02-26895910,陳國訓,肉品,冷凍豬肉,前腿油
014804,沅泰食品有限公司,高雄市前鎮區新都路10號,07-8135900,07-8411923,藍榮富,肉品,冷凍雞肉,土雞：八塊雞
011002,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,里肌油絞△10kx2 @20
018903,大潤發流通事業股份有限公司新店分公司,新北市新店區環河路22號B1,(02)8912-2188,(02)8912-2199,林弘斌,肉品,冷藏豬肉,白毛豬：霜降豬肉
011002,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,軟骨切 250g 頂 @6
017304,勝贏屠宰場股份有限公司,宜蘭縣壯圍鄉新南村(路)96-7號,03-9387366,03-9370457,林麗菁,肉品,冷凍雞肉,土雞：帶皮長頸
010502,台灣農畜產工業股份有限公司,屏東縣屏東市建國路480號,08-7520525,08-7556980,張華欣,肉品,冷凍豬肉,中背油
019304,家福股份有限公司新店分公司,新北市新店區中興路三段1號3樓,02-8919-3333,02-2914-8881,羅智先,肉品,冷藏豬肉,冷藏精修豬里肌絞肉
015682,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷凍豬肉,霜降肉（雪花肉）
016604,保證責任台灣省北台肉雞運銷合作社,桃園市大園區三石里五鄰45-51號,03-3835116,03-3835112,黃興任,肉品,冷凍雞肉,白色肉雞：帶皮長頸
017502,欣樂食品股份有限公司,屏東縣長治鄉繁昌村中山路152號,08-7629855,08-7629875,張華欣,肉品,冷凍豬肉,後腿肉
018910,大潤發流通事業股份有限公司忠孝分公司,新竹市忠孝路300號,(03)561-0168,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬背肌肉
017802,嘉一香食品股份有限公司樹林廠,新北市樹林區俊安街43號,02-26894911,02-26895910,陳國訓,肉品,冷凍豬肉,絞肉
011604,台灣卜蜂企業股份有限公司,南投市南崗工業區工業東路17號,049-2255337,049-2255780,鄭武樾,肉品,冷凍雞肉,白色肉雞：雞爪
012202,花蓮縣光豐地區農會肉品加工場,花蓮縣光復鄉西富村中正路2段6巷10號,03-8705602,03-8705603,張明發,肉品,冷凍豬肉,後腿肉
018908,大潤發流通事業股份有限公司中壢分公司,桃園市中壢區中北路2段468號,(03)438-8288   ,(03)465-8528,林弘斌,肉品,冷藏豬肉,白毛豬：豬細絞肉(90%瘦肉率)
019502,品冠現代畜產(股)有限公司,台中市西屯區林厝里5鄰安林路50-2號,04-24626828,04-24626808,,肉品,冷凍豬肉,小排骨
016804,大成長城企業股份有限公司柳營肉品廠,臺南市柳營區士林里長榮路六段501號,06-6224201,,韓家宇,肉品,冷凍雞肉,白色肉雞：翅腿
010202,立大農畜興業股份有限公司,高雄市路竹區中山南路47號,07-6979066,07-6971721,周明雄,肉品,冷凍豬肉,前腿蹄膀
018915,大潤發流通事業股份有限公司斗南分公司,雲林縣斗南鎮西岐里文化街119巷21號,(05)595-5959 ,,林弘斌,肉品,冷藏豬肉,白毛豬：帶皮五花扣肉條
015602,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷凍豬肉,板油
016004,興中台股份有限公司,彰化縣埤頭鄉大湖村中央路89-10號,04-8927806,04-8927494,賴豐富,肉品,冷凍雞肉,有色肉雞（指土雞）：光雞
017802,嘉一香食品股份有限公司樹林廠,新北市樹林區俊安街43號,02-26894911,02-26895910,陳國訓,肉品,冷凍豬肉,上肩肉（梅花肉）
011801,誠昌實業股份有限公司,彰化縣秀水鄉彰水路二段90號,04-7696336,04-7692622,葉靜燕,肉品,冷藏豬肉,豬腳（如：台式豬腳、德式豬腳；但不認定自腕關節切下之前肢豬腳）
019502,品冠現代畜產(股)有限公司,台中市西屯區林厝里5鄰安林路50-2號,04-24626828,04-24626808,,肉品,冷凍豬肉,腹脅肉附骨
012484,大成長城企業股份有限公司柳營肉品二廠,台南市柳營區士林里長榮路六段513號,06-6224201,06-6223800,,肉品,冷凍雞肉,白色肉雞:翅腿
018102,思牧企業股份有限公司內埔一廠,屏東縣內埔鄉豐田村延平路133號,08-7537910,08-7783339,李瑞德,肉品,冷凍豬肉,肉角(肉丁)
019301,家福股份有限公司花蓮分公司,花蓮縣新城鄉嘉里路15號B1,03-826-7979,03-826-2866,羅智先,肉品,冷藏豬肉,台糖安心豚冷藏台灣豬肉絲
011102,大得利家畜肉食品加工廠有限公司,新北市新莊區環漢路三段525號,02-22066856   ,02-82010619   ,林明輝,肉品,冷凍豬肉,肉片
011604,台灣卜蜂企業股份有限公司,南投市南崗工業區工業東路17號,049-2255337,049-2255780,鄭武樾,肉品,冷凍雞肉,白色肉雞：骨腿
016902,泰安食品股份有限公司屏東廠,屏東縣新園鄉新園村媽祖路407巷89號及89-1號2、3、4樓,08-8686789,,張宏象,肉品,冷凍豬肉,豬背油(中油)
018907,大潤發流通事業股份有限公司八德分公司,桃園市八德區介壽路2段148號,(03)371-1133,(03)371-1917,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬肩胛骨切塊
016902,泰安食品股份有限公司屏東廠,屏東縣新園鄉新園村媽祖路407巷89號及89-1號2、3、4樓,08-8686789,,張宏象,肉品,冷凍豬肉,肉絲
016504,友宏有限公司,高雄市阿蓮區港後村崙頂1-10號,07-6317135,07-6320636,吳珮瑜,肉品,冷凍雞肉,有色肉雞(土雞)：清腿
015602,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷凍豬肉,腹脅排（腩排、肉排）
018915,大潤發流通事業股份有限公司斗南分公司,雲林縣斗南鎮西岐里文化街119巷21號,(05)595-5959 ,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬帶皮五花肉片
010502,台灣農畜產工業股份有限公司,屏東縣屏東市建國路480號,08-7520525,08-7556980,張華欣,肉品,冷凍豬肉,背肌肉附皮
016004,興中台股份有限公司,彰化縣埤頭鄉大湖村中央路89-10號,04-8927806,04-8927494,賴豐富,肉品,冷凍雞肉,有色肉雞（指土雞）：去皮長頸
015682,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷凍豬肉,大分切:軟油
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬梅花肉排
013502,和榮意食品有限公司,雲林縣元長鄉鹿北村同安路48號,05-7983801,05-7983803,郭凉,肉品,冷凍豬肉,背肌肉(大里肌肉、里肌肉)
017104,洽富實業股份有限公司,台中市梧棲區自立一街183號,04-26391021,04-26390031,,肉品,冷凍雞肉,翅腿
016902,泰安食品股份有限公司屏東廠,屏東縣新園鄉新園村媽祖路407巷89號及89-1號2、3、4樓,08-8686789,,張宏象,肉品,冷凍豬肉,後腱肉
018919,大潤發流通事業股份有限公司鳳山分公司,高雄市鳳山區文化路59號,07-7102999,,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉條
018702,保億冷凍食品有限公司,屏東縣九如鄉玉泉村黃金路51號,08-7031616,08-7031699,蘇文旭,肉品,冷凍豬肉,肋軟骨
017304,勝贏屠宰場股份有限公司,宜蘭縣壯圍鄉新南村(路)96-7號,03-9387366,03-9370457,林麗菁,肉品,冷凍雞肉,土雞：雞胸對切
011002,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,肉片
018913,大潤發流通事業股份有限公司台中分公司,台中市忠明路499號,(04)2201-5659 ,,林弘斌,肉品,冷藏豬肉,白毛豬：後腿火鍋片
010502,台灣農畜產工業股份有限公司,屏東縣屏東市建國路480號,08-7520525,08-7556980,張華欣,肉品,冷凍豬肉,板油丁(板油角)
016604,保證責任台灣省北台肉雞運銷合作社,桃園市大園區三石里五鄰45-51號,03-3835116,03-3835112,黃興任,肉品,冷凍雞肉,白色肉雞：九塊雞
012202,花蓮縣光豐地區農會肉品加工場,花蓮縣光復鄉西富村中正路2段6巷10號,03-8705602,03-8705603,張明發,肉品,冷凍豬肉,大骨
018913,大潤發流通事業股份有限公司台中分公司,台中市忠明路499號,(04)2201-5659 ,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬後腿肉
012202,花蓮縣光豐地區農會肉品加工場,花蓮縣光復鄉西富村中正路2段6巷10號,03-8705602,03-8705603,張明發,肉品,冷凍豬肉,後腿肉附皮
012704, 宇台肉品股份有限公司,高雄市湖內區海山里和平路148巷57號,076993887,076995615,劉俊廷,肉品,冷凍雞肉,有色肉雞(土雞)：寶鮮母
012202,花蓮縣光豐地區農會肉品加工場,花蓮縣光復鄉西富村中正路2段6巷10號,03-8705602,03-8705603,張明發,肉品,冷凍豬肉,肩胛排（中排）
018911,大潤發流通事業股份有限公司新竹分公司,新竹市湳雅街93-95號,03-5357699,,林弘斌,肉品,冷藏豬肉,白毛豬：後腿肉塊附皮
017602,萬偉股份有限公司,屏東縣萬丹鄉社區村萬丹路3段331號,08-7551725,08-7518524,蘇瑞榮,肉品,冷凍豬肉,後腿肉附皮
019404,凱馨實業股份有限公司二廠,雲林縣斗六市八德里引善路196號,05-5347888,05-5332952,鄧進得,肉品,冷凍雞肉,白色肉雞：里肌肉
016902,泰安食品股份有限公司屏東廠,屏東縣新園鄉新園村媽祖路407巷89號及89-1號2、3、4樓,08-8686789,,張宏象,肉品,冷凍豬肉,豬里肌油
011001,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷藏豬肉,腰內肉(小里肌)
017602,萬偉股份有限公司,屏東縣萬丹鄉社區村萬丹路3段331號,08-7551725,08-7518524,蘇瑞榮,肉品,冷凍豬肉,上肩肉（梅花肉）
014804,沅泰食品有限公司,高雄市前鎮區新都路10號,07-8135900,07-8411923,藍榮富,肉品,冷凍雞肉,白色肉雞：光雞
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,白毛豬：豬腱子肉
014702,台灣糖業股份有限公司畜殖事業部,台南市柳營區人和里義士路5段690號,06-6225509,06-6220290,謝明杉,肉品,冷凍豬肉,肉片
014604,芬芳烹材股份有限公司,新北市樹林區武林街9-6號,02-26851040,02-26851042,簡書聰,肉品,冷凍雞肉,雞胸肉片
011082,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,後腿部-後腿肉
018916,大潤發流通事業股份有限公司台南分公司,台南市北區臨安路2段310號,(06)229-5999,(06)228-4868,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉
012484,大成長城企業股份有限公司柳營肉品二廠,台南市柳營區士林里長榮路六段513號,06-6224201,06-6223800,,肉品,冷凍雞肉,白色肉雞:雞頸(去皮)
011402,泓霖食品有限公司,新北市土城區承天路71巷4弄21號,02-22675162,02-22675065,,肉品,冷凍豬肉,小排骨丁
015682,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷凍豬肉,肉絲
018204,亦盛實業有限公司,屏東縣萬丹鄉社中村大義路9號,(08)7075575,(08)7075572,林家宏,肉品,冷凍雞肉,白色肉雞：清腿
013502,和榮意食品有限公司,雲林縣元長鄉鹿北村同安路48號,05-7983801,05-7983803,郭凉,肉品,冷凍豬肉,下肩肉（前腿肉）
019304,家福股份有限公司新店分公司,新北市新店區中興路三段1號3樓,02-8919-3333,02-2914-8881,羅智先,肉品,冷藏豬肉,冷藏台灣豬後腿粗絞肉200g
010502,台灣農畜產工業股份有限公司,屏東縣屏東市建國路480號,08-7520525,08-7556980,張華欣,肉品,冷凍豬肉,肩胛軟骨(前腿軟骨)
014804,沅泰食品有限公司,高雄市前鎮區新都路10號,07-8135900,07-8411923,藍榮富,肉品,冷凍雞肉,土雞：二節翅
013502,和榮意食品有限公司,雲林縣元長鄉鹿北村同安路48號,05-7983801,05-7983803,郭凉,肉品,冷凍豬肉,尾冬骨（薦椎）
019309,家福股份有限公司中清分公司(PC),台中市西屯區中清路三段436號,(04)2426-2555,(04)2426-2556,羅智先,肉品,冷藏豬肉,台糖安心豚冷藏台灣豬里肌火鍋肉片
017582,欣樂食品股份有限公司,屏東縣長治鄉繁昌村中山路152號,08-7629855,08-7629875,張華欣,肉品,冷凍豬肉,背肌肉附骨（帶骨里肌肉）
017304,勝贏屠宰場股份有限公司,宜蘭縣壯圍鄉新南村(路)96-7號,03-9387366,03-9370457,林麗菁,肉品,冷凍雞肉,土雞：去骨帶皮腿肉(帶腳踝)
011702,津谷食品股份有限公司埤頭廠,彰化縣埤頭鄉埤頭村斗苑東路525號,04-8929939,04-8922099,張吉銓,肉品,冷凍豬肉,里肌心
018915,大潤發流通事業股份有限公司斗南分公司,雲林縣斗南鎮西岐里文化街119巷21號,(05)595-5959 ,,林弘斌,肉品,冷藏豬肉,白毛豬：梅花火鍋片
011102,大得利家畜肉食品加工廠有限公司,新北市新莊區環漢路三段525號,02-22066856   ,02-82010619   ,林明輝,肉品,冷凍豬肉,背肌肉(大里肌肉、里肌肉)
011604,台灣卜蜂企業股份有限公司,南投市南崗工業區工業東路17號,049-2255337,049-2255780,鄭武樾,肉品,冷凍雞肉,白色肉雞：全胸
011002,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,絞肉
018913,大潤發流通事業股份有限公司台中分公司,台中市忠明路499號,(04)2201-5659 ,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬特選里肌肉塊
019502,品冠現代畜產(股)有限公司,台中市西屯區林厝里5鄰安林路50-2號,04-24626828,04-24626808,,肉品,冷凍豬肉,前腱肉
017304,勝贏屠宰場股份有限公司,宜蘭縣壯圍鄉新南村(路)96-7號,03-9387366,03-9370457,林麗菁,肉品,冷凍雞肉,白肉雞：帶爪全雞
018918,大潤發流通事業股份有限公司嘉義分公司,嘉義市西區博愛路二段281號,(05)2323699,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬後腿肉塊
013502,和榮意食品有限公司,雲林縣元長鄉鹿北村同安路48號,05-7983801,05-7983803,郭凉,肉品,冷凍豬肉,豬脂:小分切產品(係以豬脂大分切產品作為原料進行切角、丁或絞碎等小分切產品作業而成脂產品均屬之)
011204,超秦企業股份有限公司,桃園市桃園區中埔里永安路1061號,03-3411111,03-3411213,卓靖倫,肉品,冷凍雞肉,白色肉雞：三節翅
016902,泰安食品股份有限公司屏東廠,屏東縣新園鄉新園村媽祖路407巷89號及89-1號2、3、4樓,08-8686789,,張宏象,肉品,冷凍豬肉,腹脅肉附皮骨
018909,大潤發流通事業股份有限公司平鎮分公司,桃園市平鎮區南東路57-1號,(03)439-9888,(03)439-7485  ,林弘斌,肉品,冷藏豬肉,白毛豬：腰內肉
010202,立大農畜興業股份有限公司,高雄市路竹區中山南路47號,07-6979066,07-6971721,周明雄,肉品,冷凍豬肉,絞肉
016804,大成長城企業股份有限公司柳營肉品廠,臺南市柳營區士林里長榮路六段501號,06-6224201,,韓家宇,肉品,冷凍雞肉,白色肉雞：全胸
011002,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,冷凍台灣豬五花火鍋片250g
018913,大潤發流通事業股份有限公司台中分公司,台中市忠明路499號,(04)2201-5659 ,,林弘斌,肉品,冷藏豬肉,白毛豬：後腿炒肉片
016902,泰安食品股份有限公司屏東廠,屏東縣新園鄉新園村媽祖路407巷89號及89-1號2、3、4樓,08-8686789,,張宏象,肉品,冷凍豬肉,腹脅肉附皮
015804,農生企業股份有限公司,屏東縣里港鄉載興村新民路11-6號,08-7753131,08-7754556,楊世昌,肉品,冷凍雞肉,有色肉雞（指烏骨雞）：翅尖
015602,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷凍豬肉,肉角（肉丁）
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,白毛豬：五花扣肉塊
011002,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,後腿肉片 (台) @12
016604,保證責任台灣省北台肉雞運銷合作社,桃園市大園區三石里五鄰45-51號,03-3835116,03-3835112,黃興任,肉品,冷凍雞肉,白色肉雞：雞胸
016902,泰安食品股份有限公司屏東廠,屏東縣新園鄉新園村媽祖路407巷89號及89-1號2、3、4樓,08-8686789,,張宏象,肉品,冷凍豬肉,後腿肉附皮
011701,津谷食品股份有限公司埤頭廠,彰化縣埤頭鄉埤頭村斗苑東路525號,04-8929939,04-8922099,張吉銓,肉品,冷藏豬肉,肩胛排（中排）
011002,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷凍豬肉,里肌切片 5mm
019604,耀陞食品股份有限公司,台中市大肚區營埔里營埔一街2號,04-26932099,04-26930709,陳炳乾,肉品,冷凍雞肉,里肌肉
017602,萬偉股份有限公司,屏東縣萬丹鄉社區村萬丹路3段331號,08-7551725,08-7518524,蘇瑞榮,肉品,冷凍豬肉,軟油
018904,大潤發流通事業股份有限公司中和分公司(潤泰全球(股)公司),新北市中和區中山路2段228號B1,(02)8241-1111,(02)8241-1001,林弘斌,肉品,冷藏豬肉,白毛豬：豬絞肉(70%瘦肉率)
011204,超秦企業股份有限公司,桃園市桃園區中埔里永安路1061號,03-3411111,03-3411213,卓靖倫,肉品,冷凍雞肉,白色肉雞：蝴蝶棒
010502,台灣農畜產工業股份有限公司,屏東縣屏東市建國路480號,08-7520525,08-7556980,張華欣,肉品,冷凍豬肉,腹脅肉附皮骨
018916,大潤發流通事業股份有限公司台南分公司,台南市北區臨安路2段310號,(06)229-5999,(06)228-4868,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬肩胛骨切塊
015682,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷凍豬肉,後腱肉
012704, 宇台肉品股份有限公司,高雄市湖內區海山里和平路148巷57號,076993887,076995615,劉俊廷,肉品,冷凍雞肉,有色肉雞(土雞)：寶鮮公
010881,大成長城企業股份有限公司食品廠嘉義廠,嘉義縣鹿草鄉馬稠後園區二路15號,(05)362-1111,,蔡周益,肉品,裏粉裏麵製品,勁爆香脆雞
